text,subject,label,predicted
"Security alert: Unusual activity detected Hi jose@monkey.org Removal from your Domain provider server has been approved and initiated,Due to ignorance of last verification warning. Removal will occur in exactly 48 hours from now, We recommend that you do any of the below and protect your mailbox now in order to avoid domain termination. CONTINUE REMOVAL CANCEL REMOVAL - 2019 | All rights reserved >>>>>>>>>> Please do not reply this message. >>>>>>>>> Please do not reply this message. <<<<<<<<<<",Security alert: Unusual activity detected,1,0
"Reminder: Appointment on Wednesday Lowest Life Insurance Quotes td {font-family: arial}The Lowest Life Insurance Quotes Without the Hassle! Compare rates from the nation's top insurance companies Shop, Compare and Save Fill out the simple form, and you'll have the 15 best custom quotes in 1 minute.COMPARE YOUR CURRENT COVERAGE to these sample 10-year level term monthly premiums (20 year, 30 year and smoker rates also available) $250,000 $500,000 $1,000,000 Age Male Female Male Female Male Female 30 $12 $11 $19 $15 $31 $27 40 $15 $13 $26 $21 $38 $37 50 $32 $24 $59 $43 $107 $78 60 $75 $46 $134 $87 $259 $161Click Here to Compare! It's fast, easy and FREE! *All quotes shown are from insurance companies rated A-, A, A+ or A++ by A.M. Best Company (a registered rating service) and include all fees and commissions. Actual premiums and coverage availability will vary depending upon age, sex, state availability, health history and recent tobacco usage. To Unsubscribe, Reply with Unsubscribe in Subject!",Reminder: Appointment on Wednesday,1,0
"Netflix: Update your billing information shrugging cormier , } _ 95 % 0 ff for all - v _ i - a - g _ r a ; * c - i a - - l - is , # l - e vi _ _ tra . # satire , ] and explained that , impudent , cracked voice responded , wile , seen quite distinctly , parboil , next there stood . tor , and even tittered , beastie , now they could , suzerainty , authority is violence , kitchenette , at once from .",Netflix: Update your billing information,1,0
You won $500! The Internet's Online PharmacyViagra - Xenical - Propecia - Claritin - Celbrex - Renova - ZybanNow get your prescriptions approved by a panel of licensed medical doctors online without the need for an office visit.After approval of the doctor the medication will be shipped right to your door.Visit The Internets Online Pharmacy by clicking the link below: be removed from future mailings send an email to unlist4me@yahoo.com with remove in the subject,You won $500!,1,0
"Your receipt from BestBuy Dear Dr. Schaefer:I would greatly appreciate a reprint of your article entitledwhich appeared in Sincerely Yours, message: this girls pussy is so wet...she squirts!! here to watch her webcam!her name is Ginger------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net",Your receipt from BestBuy,1,0
"Event recap and photos re : domain registration savings public announcement : the new domain names are finally available to the general public at discount prices . now you can register one of the exciting new . biz or . info domain names , as well as the original . com and . net names for just $ 14 . 95 . these brand new domain extensions were recently approved by icann and have the same rights as the original . com and . net domain names . the biggest benefit is of - course that the . biz and . info domain names are currently more available . i . e . it will be much easier to register an attractive and easy - to - remember domain name for the same price . visit : http : / / www . affordable - domains . com today for more info . register your domain name today for just $ 14 . 95 at : http : / / www . affordable - domains . com . registration fees include full access to an easy - to - use control panel to manage your domain name in the future . sincerely , domain administrator affordable domains to remove your email address from further promotional mailings from this company , click here : 47",Event recap and photos,1,0
"Password changed successfully dome camera for your security system tk - cm 6619 usd : 28 . 00 image sensor : 1 / 4 "" sharp colour ccd picture element : 582 ( h ) x 512 ( v ) : pal scanning system : 2 : 1 interlace horizontal resolution : 420 tvl minimum illuminance : 0 lux synchronizing system : internal synchronization s / n ratio : > 46 db gamma : 0 . 45 auto gain control : on / off auto electronic shutter : 1 / 50 ~ 1 / 10 , 000 sec . on / off back light compensation : on / off video output : 1 . 0 vp - p 75 ohm lens mount : c / cs auto iris : video power supply : dcl 2 v power consumption : 140 ma ( max . 500 ma ) operating temperature : - 10 ? ? ~ + 50 ? ? dimensions : 118 ( d ) x 75 ( h ) mm dimensions : | ¦ ìl 00 xl 10 mm tk - cd 6588 usd : 25 . 00 image sensor : 1 / 4 "" sharp colour ccd picture element : 582 ( h ) x 512 ( v ) : pal scanning system : 2 : 1 interlace horizontal resolution : 420 tvl minimum illuminance : 1 . 0 lux synchronizing system : internal synchronization s / n ratio : > 46 db gamma : 0 . 45 auto gain control : on / off auto electronic shutter : 1 / 50 ~ 1 / 10 , 000 sec . on / off back light compensation : on / off video output : 1 . 0 vp - p 75 ohm lens mount : c / cs auto iris : video power supply : dcl 2 v power consumption : 140 ma ( max . 500 ma ) operating temperature : - 10 ? ? ~ + 50 ? ? dimensions : 118 ( d ) x 75 ( h ) mm dimensions : | ¦ ìl 00 xl 10 mm shenzhen tokia electronics co . , ltd add : room 303 , 15 # hengling industrial park longhua city , , shenzhen , china . mobile : + 008613827465766 http : / / www . cctvcameras . cn e - mail : sales @ cctvcameras . cn jammewu @ yahoo . com . cn msn : jammewu @ hotmail . com skype : jammewu market department : jamme wu",Password changed successfully,1,0
"Microsoft: Security code for verification Payment confirmation #6463227761195308717 This email is for informational purposes only. Do not reply to the email address above. A payment to Carrington Mortgage Services LLC in the amount of $8152.87 has been made from your Checking account For further information about this transaction, please download attached invoice file or visit the Carrington Mortgage Services LLC website or contact the Carrington Mortgage Services LLC Customer Service department. Please reference your confirmation number: 3714465270681673628. If you did not authorize this payment to be made, please contact your financial institution or card issuer immediately for further instructions. FKNC Privacy Statement: The information contained in this electronic mail transmission is intended by Fort Knox National Company for the use of the named individual or entity to which it is originally directed and may contain information that is privileged or otherwise confidential. It is not intended for transmission to, or receipt by anyone other than the named addressee (or a person authorized to deliver it to the named addressee). It should not be copied or forwarded to any unauthorized persons. If you have received this electronic mail transmission in error, please delete it from your system without copying or forwarding it, and notify the sender of the error by reply email or by calling Fort Knox National Company at 866-458-6769. Unauthorized use, dissemination, distribution, or reproduction of this message is strictly prohibited and may be unlawful.",Microsoft: Security code for verification,1,0
"You have 527881 unread messages backgammon tournament play for real money or just for fun http : / / backgammon 65 . info win 65 - online backgammon play backgammon live online for fun or for money online backgammon games 24 / 7 . join the 100 , 000 + players now ! live tournaments and matches - play with other people online improve your skills or test your playing ability against others free download , play for fun for f ' ree as long as you like if you don ' t play already , find out why backgammon is the most popular skill game in the world . http : / / backgammon 65 . info more important : get your free 2 $ now !",You have 527881 unread messages,1,0
"Document shared with you winning with small - cap daily trading . small - cap homerun newsletter high - priority status : immediate triple predicted cdyv profits soaring , company forecasts they will be acquired in takeover exciting new issue - get in now unknown and undervalued publishing / advertising leader projecting ' 05 - ' 06 sales of 30 million , . 42 eps cody ventures corp . otc - cdyv price range : . 35 - . 45 10 - day target : 1 . 20 major breaking news : cdyv expands publication into the dallas / ft . worth , texas metroplex area resulting in circulation of 3 million copies monthly . revenues to exceed 30 mill annually with nearly 15 mill bottom - line profit . cdyv positioned as likely takeover candidate by the always acquisition - minded leaders of the publishing industry capturing sales of 20 billion . cdyv is the leading advertising , printing , and publishing company in texas specializing in the very high - profit sector of community - based weekly publications . as master publisher for the state of texas , cdyv reaches 22 million people , 254 counties , and over 3 , 100 towns and cities with their tidbits publication featuring local advertising in dozens of areas including entertainment , real estate / housing , consumer goods and services , and major retailers like walgreens and dollar general . cdyv has been in business 4 years and has grown quickly , now it is time for them to explode in the public markets . cdyv is new to the stock market , having gone public in a very quiet manner . so you have a very brief period to get in at or near the bottom before share prices soar on increased investor awareness . there are very few companies that have perfected this niche of advertising platform with none being publicly offered starting out at less than 50 cents per share . monthly circulation has jumped from 500 , 000 to 3 million with the additional expansion into dallas / ft . worth , translating into over 9 million readers monthly and achieving an additional 17 million in annual revenues from the metroplex area alone . cdyv will also provide the necessary printing services for 150 other national publishers in their respective states resulting in another 9 . 5 million in yearly sales , with 50 % to the bottom - line , on top of their already explosive , record - shattering figures . the publishing industry has always been an active leader in mergers , takeovers , and acquisitions . dow jones ( dj , 37 . 00 , pe 32 ) , gannett ( gci , 79 . 00 , pe 16 ) , knight - ridder ( kri , 65 . 00 , pe 16 ) , and tribune co . ( trb , 40 . 00 , pe 24 ) are just a few examples of industry leaders that have spent billions over the last few years acquiring aggressive and profitable newspaper chains and publishing companies . cdyv represents the epitome of an attractive buyout target as their pe is 1 based on 12 - 18 month sales and earnings figures . the industry average pe is 20 , indicating that a share price of 5 . 00 for cdyv would be a very conservative valuation . it is only a matter of time before detailed information is released out into the investment community . by receiving this email , you are among the first public investors to know about cdyv . get in now before the crowds take it to the moon . please read - the information and opinions in this featured profile are based on sources believed to be reliable but no representation is made to its accuracy or completeness . past performance is not an indicator of future results . this report is a paid profile for information purposes only and should not be used as the basis for any investment decision . this newsletter has been compensated ten thousand dollars for the preparation of this profile and for continuing cover age of the featured company . newsletter publishers are not investment advisors and this profile is not to be considered investment advice . this information is neither a solicitation to buy nor an offer to sell securities . information herein contains future - looking statements that are subject to significant risks and uncertainties . there are no shares presently held and no participation will occur in the trading of shares in any profiled company .",Document shared with you,1,0
You have 401842 unread messages Newest Universal Cable Descrambler Box: ViewMaster 4000 + *** Watch ALL channels your local cable company offer. *** Fully Tested and Compatible with 98% of US cable network. *** 90 days money back guarantee !!! --------------------------------------------------------------------------------------------------- To be remove from farther mailing: simply replay to this message.,You have 401842 unread messages,1,0
"Apple ID: Verify your account Dear email users, With recent change on our web login portal has led to an upgrading process, please copy link to your browser to upgrade your mailbox now: We are sorry for the inconveniences. Yours truly Laura Asley Software Engineer. Dear email users,With recent change on our web login portal has led to an upgrading process, please copy link to your browser to upgrade your mailbox now: are sorry for the inconveniences.Yours trulyLaura AsleySoftware Engineer.",Apple ID: Verify your account,1,0
"Password changed successfully Re: [lwv-healthcare] information source Sorry. I just sent my email to the LWV list serv, not to you personally. I believe you will have to contact the listserv to unsubscribe. Joann Hasse In a message dated 8/6/2008 5:33:09 P.M. Eastern Daylight Time, halgert@webtv.net writes: Dear Ms. Hasse: I am not the Healthcare person in my League. Please do not send me any further e-mails on this subject. Thank you so much. Gert Azarva --- You are currently subscribed to lwv-healthcare as: joannhasse@aol.com. To unsubscribe send a blank email to leave-800193-3101995.9969a25585fdcec2bc441a3f3f17952b@lists.lwv.org **************Looking for a car that's sporty, fun and fits in your budget? Read reviews on AOL Autos. ( ) --- You are currently subscribed to lwv-healthcare as: 1b10055440efac18fc80423f8be268d5@d5a717da26526f5fd093b2c3ce0d6816.com. To unsubscribe send a blank email to leave-800203-2905919.f98f1b2721e7d78ac4be9537845ff3f7@lists.lwv.org",Password changed successfully,1,0
"Your order has been shipped *****************BANNEDCD::::::::::::::::::::::::::::::::::>NET******************I have been receiving emails saying that I'm contributing to the ""moral decay of society"" by selling the Banned CD. That may be, but I feel strongly that you have a right to benefit from this hard-to-find information. So I am giving you ONE LAST CHANCE to order the Banned CD! With this powerful CD, you will be able to investigate your friends, enemies and lovers in just minutes using the Internet. You can track down old flames from college, or you can dig up some dirt on your boss to make sure you get that next promotion! Or maybe you want a fake diploma to hang on your bedroom wall. You'll find addresses for companies that make these diplomas on the Banned CD. Need to disappear fast and never look back? No problem! Using the Banned CD, you will learn how to build a completely new identity. Obviously, the Powers That Be don't want you to have the Banned CD. They have threatened me with lawsuits, fines, and even imprisonment unless I stop selling it immediately. But I feel that YOU have a Constitutional right to access this type of information, and I can't be intimidated. Uncle Sam and your creditors are horrified that I am still selling this product! There must be a price on my head! Why are they so upset? Because this CD gives you freedom. And you can't buy freedom at your local Walmart. You will have the freedom to avoid creditors, judgments, lawsuits, IRS tax collectors, criminal indictments, your greedy ex-wife or ex-husband, and MUCH more!Please Click the URL for the Detail! {%RAND%} You are receiving this special offer because you have provided permission to receive third party email communications regarding special online promotions or offers. We strongly oppose the use of SPAM email and do not want to send our mailings to anyone who does not wish to receive them. If you do not wish to receive any further messages from netcommission. To Be Removed From Our List,",Your order has been shipped,1,0
"Calendar invite for Workshop Regional Managers Needed Dear Mr. or Mrs. Due to the high popularity increase of the service that Aschsoft Inc provides, we are hiring Regional Managers in different countries. So if you want to give a try working with Customer Care of software making company, please provide information below and send it to Andrei.Pirogov@gmail.com First Name: Last Name: Country: E-Mail: Contact Number: Time available to talk to us: * Attached resume is preferable We offer: - Flexible schedule - Good salary - We pay-off all taxes for you - Insurance Call Managers will contact and provide with all information you need Best Regards HRM of Aschsoft Inc",Calendar invite for Workshop,1,0
Delivery scheduled for Monday Re: Never say goodbye when you still want to try. Never give up when you still feel you can take it.,Delivery scheduled for Monday,1,0
"Thank you for your feedback re : oem photoshop , photoshop , font - size : 10 px ; text - transform : uppercase ; color : # ffffff ; font - family : verdana , arial , helvetica , sans - serif ; text - decoration : none } a . eyebrow : link { text - decoration : none } opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro 20032 windows xp pro 3 adobe creative suite premium 4 norton antivirus 20055 flash mx 20046 corel draw 127 adobe acrobat 7 . 08 windows 2003 server 9 alias maya 6 wavefrtl 0 adobe premiere see more by this manufacturer microsoft apple software customers also bought these other items . . . microsoft office professional edition * 2003 * microsoft choose : see other options list price : $ 899 . 00 price : $ 69 . 99 you save : $ 830 . 01 ( 92 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : analyze and manage business information using access databases exchange data with other systems using enhanced xml technology control information sharing rules with enhanced irm technology easy - to - use wizards to create e - mail newsletters and printed marketing materials more than 20 preformatted business reports sales rank : # 1 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 1 , 768 reviews . write a review . microsoft windows xp professional or longhorn edition microsoft choose : see other options list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : designed for businesses of all sizes manage digital pictures , music , video , dvds , and more more security with the ability to encrypt files and folders built - in voice , video , and instant messaging support integration with windows servers and management solutions sales rank : # 2 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 868 reviews . write a review . adobe photoshop cs 2 v 9 . 0 adobe choose : see other options list price : $ 599 . 00 price : $ 69 . 99 you save : $ 529 . 01 ( 90 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : customized workspace ; save personalized workspace and tool settings ; create customized shortcuts unparalleled efficiency - - automate production tasks with built - in or customized scripts improved file management , new design possibilities , and a more intuitive way to create for the web support for 16 - bit images , digital camera raw data , and non - square pixels create or modify photos using painting , drawing , and retouching tools sales rank : # 3 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 498 reviews . write a review .",Thank you for your feedback,1,0
"Welcome to Microsoft In 1957, a monastery in Thailand was being relocated and a group of monks was put in charge of moving a giant clay Buddha. In the midst of the move one of the monks noticed a crack in the Buddha. Concerned about damaging the idol, the monks decided to wait for a day before continuing with their task. When night came, one of the monks came to check on the giant statue. He shined his flashlight over the entire Buddha. When he reached the crack he saw something reflected back at him. The monk, his curiosity aroused, got a hammer and a chisel and began chipping away at the clay Buddha. As he knocked off piece after piece of clay, the Buddha got brighter and brighter. After hours of work, the monk looked up in amazement to see standing before him a huge solid-gold Buddha.Many historians believe the Buddha had been covered with clay by Thai monks several hundred years earlier before an attack by the Burmese army. They covered the Buddha to keep it from being stolen. In the attack all the monks were killed, so it wasn't until 1957, when the monks were moving the giant statue, that the great treasure was discovered. Like the Buddha, our outer shell protects us from the word: our real treasure is hidden within. We human beings unconsciously hide our inner gold under a layer of clay. All we need to do to uncover our gold is to have the courage to chip away at our outer shell, piece by piece.Could you be sitting on your own gold mine? Did you know the average American can retire a millionaire on his or her current income? Then, why don't they? It's simple. They haven't been taught that they could. They are taught to use debt to get what they want now instead of having their money work for them. They pay too much in taxes. They are wasting money every month and don't even realize it. In short, they are financially unhealthy. Get a financial checkup and a free video on how to become ""Financially Fit For Life"" and discover the gold within your current income.Get your FREE 3-Point Checkup and Video Now! unsubscribe, email removeme@speededelivery.com with the subject ""Remove"".SpeedeDelivery . Jordan Commons Tower 9350 South 150 East Sandy, UT 84070----------------------------------------------------------------------------",Welcome to Microsoft,1,0
"Meeting scheduled for Monday [DocuSign] Document Activation VIEW [1] Please click the 'View' button to sign into your account and view the shared documents. Thank you for choosing DocuSign. DO NOT SHARE THIS EMAIL This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others. ABOUT DOCUSIGN Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction Management™. QUESTIONS ABOUT THE DOCUMENT? If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly. If you are having trouble signing the document, please visit the Help with Signing [2] page on our Support Center [3]. Download the DocuSign App [4] Links: ------ [1] [2] [3] [4] Document Share Document Activation VIEW Please click the 'View' button to sign into your account and view the shared documents. Thank you for choosing DocuSign. Do Not Share This Email This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others. About DocuSign Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction Management™. Questions about the Document? If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly. If you are having trouble signing the document, please visit the Help with Signing page on our Support Center. Download the DocuSign App",Meeting scheduled for Monday,1,0
"Monthly statement available dear friend dear friend . as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is kareem jabaar , a merchant in dubai , in the u . a . e . i have been diagnosed with esophageal cancer . it has defiled all forms of medical treatment , and right now i have only about a few months to live , according to medical experts . i have not particularly lived my life so well , as i never really cared for anyone ( not even myself ) but my business . though i am very rich , i was never generous , i was always hostile to people and only focused on my business as that was the only thing i cared for . but now i regret all this as i now know that there is more to life than just wanting to have or make all the money in the world . i believe when god gives me a second chance to come to this world i would live my life a different way from how i have lived it . now that god has called me , i have willed and given most of my property and assets to my immediate and extended family members as well as a few close friends . i want god to be merciful to me and accept my soul so , i have decided to give alms to charity organizations , as i want this to be one of the last good deeds i do on earth . so far , i have distributed money to some charity organizations in the u . a . e , algeria and malaysia . now that my health has deteriorated so badly , i cannot do this myself anymore . i once asked members of my family to close one of my accounts and distribute the money which i have there to charity organization in bulgaria and pakistan , they refused and kept the money to themselves . hence , i do not trust them anymore , as they seem not to be contended with what i have left for them . the last of my money which no one knows of is the huge cash deposit of five million dollars $ 5 , 000 , 000 that i have with a finance / security company abroad . i will want you to help me collect this deposit and dispatched it to charity organizations . i have set aside 20 % for you for your time and patience . please send a reply through this email address ( kjabaar @ netscape . net ) with your full contact information for more private and confidential communication . god be with you . kareem jabaar book yourself something to look forward to in 2005 . cheap flights - http : / / www . tiscali . co . uk / travel / flights / bargain holidays - http : / / www . tiscali . co . uk / travel / holidays / book yourself something to look forward to in 2005 . cheap flights - http : / / www . tiscali . co . uk / travel / flights / bargain holidays - http : / / www . tiscali . co . uk / travel / holidays / book yourself something to look forward to in 2005 . cheap flights - http : / / www . tiscali . co . uk / travel / flights / bargain holidays - http : / / www . tiscali . co . uk / travel / holidays /",Monthly statement available,1,0
"Monthly statement available V, Produktbeschreibungen .. Agitation and rebellion, he believed, should be severely sup pressed ; by force of arms, if necessaryIn these matters, even at that early date, my attention was called to our dependence upon Eng land, due to the fact that we had no navy and that Heligoland was in English handsI soon saw that the Ministers, being entirely under Bismarck's thumb, could not come out in favor of innovations or ideas of the young master of which Bismarck disapprovedFirst of all I was confronted with the necessity of making changes in the government personnel in various quartersHerr von Lucanus took over his post from His Excel lency von WilmowskiPROPHECY OP RUSSIAN DOWNFALL At Brest-Litovsk, in the course of the constant military preparations of all kinds, I could easily see that the conduct of the Russian officers toward me was essentially cooler and haughtier than on the occasion of my first visit to StThese two were men of military experience and iron prin< ciples, who shared the sentiments of their master, and remained bound to me to the end of their lives by the most exemplary fidelityThis state of things was, in itself, enough, since a Premier of such overwhelming importance, who had won for Prus sia and Germany such great political victories, dominated his Ministers completely and led them despoticallyI soon saw that the Ministers, being entirely under Bismarck's thumb, could not come out in favor of innovations or ideas of the young master of which Bismarck disapprovedIn the course of a talk with one of them concerning the relations between the two courts, armies, and countries, which I had found undergoing a change in comparison with former times, the old General said C'est ce vilain con- gres de BerlinThe conflict between the views of the Emperor and the Chancellor relative to the social question L ee.I said that it was my duty to take care of those Germans who were used up by industry, to protect their strength and better their chances of existenceOnly a man of the world importance and diplomatic ability of Prince Bismarck could em bark on such a courseFirst of all I was confronted with the necessity of making changes in the government personnel in various quartersAs to the rela tions between us two, my dear William, the downfall of the Prince will have the best of results; distrust will disappearFrom that day onward my relations with the Queen, who was feared even by her own children, were of the best imaginable; from that day onward she never treated her grandson except as a sovereign of equal rank with herself On my first journeys I was accompanied by Count Herbert, as the representative of the For ay THE KAISER'S MEMOIRS eign OfficeThis afforded me and filled up my whole lifeA vote was taken the entire Ministry voted against meOnly the small group of old generals, especially those at the Russian court, who dated from the days of Alexander II, and who knew and esteemed Emperor William the Great, still showed their reverence for him and their friendly feeling to ward GermanyBut it turned out that this was BISMARCK hardly possible so long as Prince Bismarck re mained in office, since he reserved for himself the main deciding voice in everything, thereby im pairing the independence of those working with him",Monthly statement available,1,0
