word_count,sentence_count,avg_word_length,noun_count,verb_count,adj_count,adv_count,entity_count,person_count,org_count,location_count,sentiment_polarity,sentiment_subjectivity,unique_words,lexical_diversity,label,text
497,28,5.074446680080483,159,48,43,5,28,5,1,6,0.17726911976911974,0.43350288600288606,273,0.5492957746478874,0,Team lunch next week henwood stuff and thoughts about valuation did you guys get this ? i was too in
669,33,5.597907324364724,140,63,63,13,72,29,19,11,0.09286970470006184,0.3927324907235622,360,0.5381165919282511,0,Congratulations! You have been selected [UAI] CALL FOR PAPERS - COLT 2005 [Apologies to multiple rec
133,20,5.481203007518797,45,19,3,6,16,1,6,1,0.5626453052867542,0.7272727272727273,98,0.7368421052631579,1,"Security alert: Unusual activity detected As seen on NBC, CBS, CNN, and even Oprah! The health disco"
150,6,5.86,38,11,14,0,17,2,8,2,-0.07272727272727271,0.4727272727272727,97,0.6466666666666666,0,Quarterly report attached [UAI] junior researcher [with apologies for cross-posting] Marie Curie jun
83,10,4.602409638554217,22,7,2,1,11,5,2,0,0.07291666666666667,0.6666666666666666,58,0.6987951807228916,0,PayPal: Unusual activity on your account re : probability question from vince ' s article thank you 
211,18,4.0663507109004735,31,28,12,10,11,2,6,1,0.06041666666666666,0.4114197530864197,128,0.6066350710900474,0,"Your order #491308 has been cancelled Re: Clearly bogus false positives -- on ""abuse"" contact point,"
41,4,4.7073170731707314,9,4,3,3,4,2,2,0,0.5,0.3,36,0.8780487804878049,1,Weekly team sync notes Best Frank Muller replica watches at Replica Classics Now is your chance to g
12,2,5.25,4,2,0,0,1,0,1,0,0.0,0.0,12,1.0,0,Your Chase account has been compromised Wif my family booking tour package.
132,4,4.681818181818182,28,19,5,5,9,2,2,0,0.0873015873015873,0.48730158730158724,102,0.7727272727272727,0,Microsoft: Security code for verification Re: [cw-discuss] Question About Crossover Games On Wednesd
10,2,3.3,1,3,0,0,2,1,0,0,0.0,0.0,10,1.0,0,You won $10000! Dad says hurry the hell up
91,9,4.648351648351649,23,12,6,3,7,0,1,0,0.23222222222222225,0.5466666666666666,74,0.8131868131868132,1,Delivery scheduled for Friday locating assets to collect judgments substantial profit processing cou
1611,24,2.90316573556797,1068,95,57,11,86,4,29,7,0.21313852813852815,0.3370899470899471,294,0.1824953445065177,0,Congratulations! You have been selected Apple fixes more OS X security bugs ========================
39,4,4.6923076923076925,8,6,0,1,2,1,0,0,0.6249999999999999,0.9,34,0.8717948717948718,1,Invoice #421105 - Payment required Get the Finest Rolex Watch Replica ! Nothing else Compares ! Find
503,49,4.8409542743538765,109,36,19,8,50,14,13,4,0.19285714285714287,0.6533986175115207,221,0.4393638170974155,0,"Act now: Limited time offer Re: [python-win32] Creating python com objects Thats excellent Tim, I wa"
10,3,8.3,6,1,0,0,1,1,0,0,0.0,0.0,9,0.9,0,System maintenance scheduled congratulations ! ! ! vince : congratulations on your promotion ! ! bar
653,34,5.660030627871363,137,43,35,7,97,23,13,2,-0.295079365079365,0.7173015873015872,314,0.48085758039816234,0,"You have 760914 unread messages Re: Bayes only if -u specified? On Fri, 12 Oct 2007, Jason Frisvold "
157,12,3.3630573248407645,21,23,13,1,5,2,1,0,0.46215034965034973,0.5395299145299146,114,0.7261146496815286,1,Urgent: Update your payment method Purchase medications with CanadianPharmacy and enjoy our low pric
305,18,5.462295081967213,50,16,9,3,52,12,12,0,0.10654761904761904,0.6119047619047618,151,0.49508196721311476,0,Meeting scheduled for Wednesday From fork-admin@xent.com Tue Sep 24 17:55:28 2002 Return-Path:  Deli
35,2,5.514285714285714,8,4,3,2,2,2,0,0,-0.11666666666666665,0.5833333333333334,32,0.9142857142857143,1,Your receipt from Costco Wanna see sexually curious teens playing with each other on webcam? <----- 
500,42,4.286,149,56,15,10,38,15,1,0,0.16430041152263375,0.3190329218106996,233,0.466,0,"Invoice #787316 - Payment required re : vmi agreements hi vince , mark holsworth reviewed our contra"
210,11,4.219047619047619,39,26,11,10,13,2,5,0,0.18138528138528137,0.5137445887445888,136,0.6476190476190476,0,New comment on your post Re: [Python-3000] Invitation to try out open source code review tool On Thu
50,3,4.3,4,4,5,1,6,1,1,3,0.30000000000000004,0.6,42,0.84,1,Confirm your shipping address From Carlo Marsh Inst nms ant Online Payday Loans Fa uu st C azk as ri
83,4,4.903614457831325,24,10,9,2,7,3,3,0,0.010629251700680279,0.4263605442176871,76,0.9156626506024096,1,Suspicious login attempt detected Targeted email marketing works! There's no way around it. No other
440,8,4.538636363636364,94,25,13,5,35,9,5,3,-0.16666666666666666,0.3333333333333333,243,0.5522727272727272,1,Document shared with you 0229Zgzv2-568HGJT2626iKKT6-981euQC8554l36 Untitled ì´ë©œë¦¬ìŠ¤íŠ¸ 500ë§Œê°
32,3,4.78125,4,3,6,0,6,0,1,0,0.3472727272727273,0.650909090909091,29,0.90625,1,Monthly statement available Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 
7610,474,4.318396846254927,1197,1109,361,303,619,192,143,62,0.054450586655727835,0.42589423177628877,1663,0.2185282522996058,0,Your subscription is expiring today From fork-admin@xent.com Thu Sep 12 13:39:57 2002 Return-Path:  
195,21,4.312820512820513,40,31,8,8,4,0,2,0,0.26704545454545453,0.47007575757575754,120,0.6153846153846154,0,Your report is ready [Bug 5829] PhishTag - SpamAssassin plugin for redirecting links in incoming ema
15,1,14.8,3,0,1,0,3,0,3,0,0.2,1.0,15,1.0,1,PayPal: Unusual activity on your account For:36a696c41ea9bceebd99e7512e8e2f76 Britney and Paris Lesb
70,4,4.185714285714286,12,8,4,4,7,1,5,0,0.09999999999999999,0.5333333333333333,58,0.8285714285714286,0,"Invitation to connect on LinkedIn Test::Harness 3.0 blocker - VMS Hi all, Our VMS guy for Test::Harn"
82,8,5.682926829268292,29,8,9,1,10,2,1,0,0.2953125,0.23125,68,0.8292682926829268,1,"Monthly statement available Obtain a prosperous future, money earning power, and the admiration of a"
13,1,3.923076923076923,2,2,0,1,0,0,0,0,0.5,0.5,12,0.9230769230769231,0,URGENT: Your account will be suspended Ok lor then we go tog lor...
105,9,4.780952380952381,17,15,2,4,12,1,4,3,0.25,0.4166666666666667,71,0.6761904761904762,1,Netflix: Update your billing information CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Ale
25,2,5.24,10,3,3,1,2,0,1,0,-0.05,0.55,24,0.96,1,Final notice: Your account will be closed August playboy centrefold This will help men even with men
51,6,4.980392156862745,11,8,4,2,3,0,2,0,0.07166666666666667,0.225,43,0.8431372549019608,1,Warning: Your email will be deleted Dear jose@monkey.org Access to your e-mail is about to expire du
257,26,4.80544747081712,42,39,28,17,11,1,3,0,0.32115124458874456,0.5601494859307361,165,0.642023346303502,1,Quarterly report attached Opportunity is knocking. Why?Because mortgage rates are rising.As a Nation
45,5,5.022222222222222,12,7,4,0,6,0,0,0,-0.125,1.0,34,0.7555555555555555,0,Warning: Your email will be deleted start date : 12 / 15 / 01 ; hourahead hour : 20 ; start date : 1
51,5,4.96078431372549,11,9,0,5,2,0,1,0,0.39999999999999997,0.38888888888888884,39,0.7647058823529411,0,Netflix: Update your billing information Threadless Tees For All! This email is best viewed in your 
11,1,5.7272727272727275,2,2,0,1,2,0,1,0,0.36111111111111116,0.7055555555555556,11,1.0,0,Password changed successfully 2 and half years i missed your friendship:-)
125,11,5.224,38,14,16,7,14,10,1,0,-0.007291666666666672,0.3194444444444445,100,0.8,1,Meeting scheduled for Thursday male & female celebs . . . nude ! 23101 shocking paparrazzi nude cele
459,31,3.8278867102396514,66,52,18,19,23,2,5,3,0.1165633608815427,0.3936491538764267,208,0.4531590413943355,0,Claim your prize now Dublin said: > If you copy the files from your disk to the c: partition and mar
338,32,4.8579881656804735,87,45,41,17,11,2,2,0,0.23414351851851853,0.4189814814814815,217,0.6420118343195266,1,Your Citibank account has been compromised re : without a perscription - viagra / phentermine / prop
115,15,4.643478260869565,35,13,17,6,2,0,1,0,0.2215079365079365,0.5705555555555555,90,0.782608695652174,1,Office closed for holiday best erection problems treating medication at our site . ideas control the
27,2,5.592592592592593,5,5,2,3,5,0,1,1,0.6,0.5958333333333333,26,0.9629629629629629,1,Password changed successfully Experience best online cas1no gamb1ing today! Join me and over 2.100.0
768,40,4.647135416666667,156,90,47,53,52,8,11,5,0.1265595421527625,0.5819458507594102,349,0.4544270833333333,0,Action required: Confirm your identity [Python-Dev] an example of setuptools being used to good effe
148,8,4.722972972972973,31,26,9,4,10,0,2,0,0.07012987012987013,0.4018614718614718,95,0.6418918918918919,0,"Act now: Limited time offer [opensuse] Unable to download list of online reprositories hi all, first"
843,76,5.276393831553974,265,53,50,13,112,22,21,25,-0.03257839721254355,0.5122822299651567,423,0.501779359430605,0,"Claim your prize now 2nd cfp : kruse symposium : knowledge retrieval , use and storage for please fi"
80,6,5.125,22,9,8,0,4,2,1,0,0.18333333333333332,0.33916666666666667,61,0.7625,0,Action required: Confirm your identity [UAI] seeking recommendations for introductory decision analy
495,17,3.012121212121212,251,38,16,11,28,13,7,0,0.40814639905548994,0.598294634658271,160,0.32323232323232326,0,IRS: You have a tax refund pending Exclusively Online: FREE Bonus with select Club gifts! Special Sp
671,54,5.2220566318926975,124,70,32,25,39,10,9,0,0.2167925098157656,0.5644744790093628,324,0.4828614008941878,0,Action required: Confirm your identity SV: Triptracker Slideshow - translation Hi! Thanx for the ans
28,1,4.357142857142857,3,4,2,3,2,0,1,0,0.05,0.43124999999999997,23,0.8214285714285714,1,You have 427497 unread messages Kates Knickers Click Here Only If You Are Over 18 Years Old Click He
166,14,4.331325301204819,25,20,16,7,18,3,12,0,0.15617283950617283,0.4438271604938271,109,0.6566265060240963,0,Monthly statement available Re: [FoRK] awesome firefox extension Sat N said the following on 11/1/20
232,14,4.025862068965517,38,35,14,11,15,2,7,1,0.18076923076923082,0.4568376068376069,121,0.521551724137931,0,"Weekly team sync notes [opensuse] Connect to Internet through a cell phone? Hello, I've spent three "
133,13,6.015037593984962,29,19,8,5,8,3,0,0,-0.0803030303030303,0.5174242424242425,92,0.6917293233082706,0,Invitation to connect on LinkedIn Re: [python-win32] COM Dispatch w/multiple sessions? You probably 
168,13,5.630952380952381,51,24,8,3,12,1,6,2,0.175,0.475,105,0.625,1,"Invitation to connect on LinkedIn Dear DONALD JOSEPH ROTZ,As a security precaution for your Discover"
256,18,4.21875,61,25,5,9,13,1,9,0,0.024235700197238665,0.5944773175542406,104,0.40625,0,Your order #169417 has been cancelled Re: [python-win32] wmi query. mark.a.brand wrote: > hi: > > ho
269,18,3.7137546468401488,41,29,19,17,8,4,1,0,0.08991228070175439,0.6157894736842104,152,0.5650557620817844,0,"Apple ID: Verify your account Re: [Python-3000] Types and classes On Tue, Apr 8, 2008 at 4:49 PM, Fa"
35,1,5.514285714285714,6,3,6,3,7,2,0,2,0.24666666666666667,0.3933333333333333,28,0.8,1,Monthly statement available Dreams can cost less Replica watches from Rolex here Genuine Swiss made 
79,16,4.924050632911392,28,15,11,2,6,0,1,0,0.06140350877192983,0.4271929824561403,77,0.9746835443037974,1,"Conference registration confirmed something unusual up clear few this collect , product . probable e"
3499,138,5.154901400400115,1164,331,194,66,443,79,213,33,0.1493108036651993,0.417996339740845,1054,0.3012289225492998,0,Invitation to connect on LinkedIn From fork-admin@xent.com Wed Aug 28 10:50:30 2002 Return-Path:  De
22,3,6.136363636363637,6,1,3,0,4,0,0,3,0.35,0.65,22,1.0,1,"Your subscription has been renewed message: Elena *{font-family:verdana,sans,arial,tahoma;font-size:"
50,3,4.88,17,4,2,1,5,0,1,0,0.39999999999999997,0.6,36,0.72,0,Reminder: Appointment on Wednesday Direct message from SpamExperts via web zz Memory lack of (10min)
2106,109,4.538936372269705,449,166,242,106,115,17,15,13,0.08236234348811988,0.3973494035295277,699,0.3319088319088319,0,Suspicious login attempt detected re : 5 . 1484 comparative syntax since chet creider 's posting of 
92,4,5.945652173913044,17,15,2,4,5,2,0,0,0.25,0.4166666666666667,77,0.8369565217391305,1,"Invoice #400133 - Payment required Hello, jm@neteze.comHuman Growth Hormone Therapy Lose weight whil"
21,2,4.666666666666667,4,3,0,0,6,0,0,4,0.0,0.0,17,0.8095238095238095,1,Thank you for your feedback Katerina age 29 -on dating --------------------------------------- Datin
1044,65,5.4798850574712645,282,24,47,20,98,28,3,26,0.17713903743315507,0.6716726084373142,155,0.14846743295019157,0,Netflix: Update your billing information Re: sa-update errors Gentle Bump... I thought that the appr
63,6,6.142857142857143,17,8,4,0,6,1,2,1,0.06458333333333334,0.28125,52,0.8253968253968254,1,Survey: Help us improve Your mailbox Pending Emails Sync Failure. jose@monkey.org Mail-Server Blocke
24,5,4.541666666666667,6,3,2,0,2,1,1,0,0.39375,0.55,21,0.875,1,Warning: Your email will be deleted Full cd Milla Jovovich #RsmlKpClara Morgane Kick-up video. #ldhQ
206,13,4.368932038834951,43,23,19,10,11,0,4,0,0.08300264550264551,0.2869708994708995,133,0.6456310679611651,0,"Your password will expire in 24 hours Re: Local delivery in cluster enviroment > Yes, we always inst"
20,1,4.95,6,2,2,1,0,0,0,0,-0.1,0.75,19,0.95,1,"Newsletter for December Karma sutra techniques for G-spots Does your manhood feels heavy, we can mak"
28,4,6.142857142857143,9,4,1,0,2,1,0,1,0.2916666666666667,0.5,24,0.8571428571428571,1,Security alert: Unusual activity detected Looking for a watch? Visit Replica Classics WINTER SAVINGS
217,13,3.5622119815668203,47,23,11,3,16,4,7,2,0.4103896103896104,0.57987012987013,164,0.7557603686635944,1,Delivery scheduled for Monday Give your partner new feelings while have a sex dgjaa tlqmav d PPo tf 
421,27,4.92874109263658,81,69,36,22,13,2,2,0,-0.03807900432900434,0.4324945887445887,209,0.49643705463182897,1,Meeting scheduled for Tuesday Secondary CD/DVD Image Downloading This is a repost. I just noticed th
381,43,5.364829396325459,106,47,29,5,51,3,10,3,0.2838541666666666,0.5739583333333333,245,0.6430446194225722,0,You won $25000! Your purchase supports the Smithsonian Shop Today! Your purchases and membership gen
69,6,4.913043478260869,13,8,7,2,4,0,1,0,0.19047619047619047,0.5338095238095237,58,0.8405797101449275,1,Thank you for your feedback Extended courier service delivers everything you order at our chemists. 
2048,135,5.30419921875,429,181,71,36,196,49,41,11,0.13508485614680307,0.5186432593954717,631,0.30810546875,0,"Newsletter for August Wekalist Digest, Vol 60, Issue 25 Send Wekalist mailing list submissions to iu"
170,12,5.670588235294118,33,12,8,1,39,7,9,0,0.07393939393939394,0.33090909090909093,116,0.6823529411764706,0,Verify your account immediately From rssfeeds@jmason.org Sun Oct 6 22:54:42 2002 Return-Path:  Deliv
29,1,5.931034482758621,10,5,2,0,1,1,0,0,0.13749999999999998,0.3916666666666666,27,0.9310344827586207,0,Your package cannot be delivered [UAI] informatics definition I would be interested in knowing indiv
63,5,4.984126984126984,15,10,2,3,7,2,1,1,0.15755208333333331,0.5416666666666666,54,0.8571428571428571,1,Congratulations! You have been selected See her get instantly geeked The most profound penetration i
22,1,6.2272727272727275,9,5,3,0,3,0,0,2,0.3,0.7000000000000001,15,0.6818181818181818,1,Office closed for holiday Rolex replica watch Stylish replica watches from famous brands Excellent-m
13,2,5.461538461538462,3,3,1,0,3,0,2,0,0.8,0.9,12,0.9230769230769231,1,Welcome to Google Living the life of Casanova. Leading supplier of Canadian chemists
60,9,7.15,25,2,11,0,4,1,1,0,0.0,0.0,36,0.6,1,Team lunch next week parvenu dispensary nd glassware chairwoman blackball consumptive blackball? rea
283,13,3.3886925795053005,101,25,7,9,22,3,5,2,0.17247474747474748,0.6899621212121212,140,0.49469964664310956,0,Claim your prize now Re: [Py2exe-users] app icon not displaying correctly in Windows Vista On 4/25/0
28,2,4.142857142857143,6,6,2,0,1,0,0,0,-0.08888888888888889,0.2972222222222222,23,0.8214285714285714,1,Calendar invite for TownHall Don't want to buy unknown in the stores? Compare the numbers and get th
50,2,5.02,14,4,2,1,7,1,3,0,0.39999999999999997,0.6,34,0.68,0,Your receipt from BestBuy Direct message from SpamExperts via web Monitor email test (>1000) m_pro-a
2033,112,4.7068371864240035,451,227,165,99,137,23,19,17,0.05748403839749994,0.4058254779408625,883,0.43433349729463844,0,Your order #731030 has been cancelled WORLD WIDE WORDS ISSUE 301 Saturday 3 August 2002 ------------
44,5,3.7954545454545454,6,3,5,1,4,2,2,0,0.1536221590909091,0.3386363636363636,38,0.8636363636363636,1,New features available From Phyllis Hopkins The Pe ec n oh is Patch Pen gg is Patch will help you ex
358,30,4.388268156424581,84,32,23,11,27,6,5,2,0.1176991926991927,0.4705218205218206,197,0.5502793296089385,0,"Your package cannot be delivered This Week: NCAA® March Madness®, Pulp Secret, Hercules Against the "
56,3,4.785714285714286,11,5,9,4,4,0,1,0,0.18452380952380953,0.5273809523809524,43,0.7678571428571429,1,Your receipt from Costco Penis Enlargment Reviews Amazing growth within just a few short weeks is po
71,8,5.859154929577465,20,8,3,4,7,0,1,0,0.35833333333333334,0.4666666666666667,63,0.8873239436619719,1,Q&A session tomorrow 1) Lose 22.5lbs in 3 weeks! Flush Fat Away Forever! Free 30-Day Supply Introduc
65,6,4.7384615384615385,12,8,6,2,4,0,1,0,0.30476190476190473,0.44047619047619047,58,0.8923076923076924,1,System maintenance scheduled Your honesty will be appreciated and ED cured. Dear d2edaed0a9e91129f70
1512,139,4.705026455026455,300,150,118,79,162,46,11,15,0.0832389971139971,0.3381002284752284,673,0.4451058201058201,0,New comment on your post two summaries i apologize for being so negligent in posting these summaries
10,2,3.8,3,1,1,1,1,0,0,0,0.0,0.0,10,1.0,0,Team lunch next week Home so we can always chat
75,50,4.6,18,12,4,3,3,0,1,0,0.21000000000000002,0.41500000000000004,59,0.7866666666666666,0,"Delivery scheduled for Thursday I noticed a low count of razor'd spam messages. So after digging, if"
47,3,4.212765957446808,8,9,1,4,4,1,0,0,0.3019480519480519,0.5100649350649351,40,0.851063829787234,1,"Meeting scheduled for Monday Proven Effective for 72 Hours. Try it today - you have nothing to lose,"
45,4,5.888888888888889,12,8,3,1,3,0,2,0,0.0,0.0,38,0.8444444444444444,1,Meeting scheduled for Wednesday CanadianPharmacy will satisfy all you pharmaceutical needs. Pharmace
313,14,4.514376996805112,105,23,5,2,42,9,9,2,-0.10833333333333331,0.4416666666666666,141,0.4504792332268371,0,Click here to verify your information From pudge@perl.org Fri Sep 6 11:34:57 2002 Return-Path:  Deli
575,33,4.253913043478261,116,54,33,24,52,5,10,2,0.1255793226381462,0.46042780748663104,274,0.4765217391304348,0,"New features available [Barry A. Warsaw, gives answers and asks questions]Here's the code that produ"
17,2,5.117647058823529,3,4,0,1,2,1,0,1,0.0,0.0,15,0.8823529411764706,1,Verify your account immediately Queen Elizabeth abducted in Tibet Your head doesn't work? Use your b
521,36,4.401151631477927,114,57,18,15,23,8,3,1,0.00916241496598639,0.6326814058956917,229,0.43953934740882916,0,"Action required: Confirm your identity Re: [spambayes-dev] Help: bsddb._db.DBAccessError: (13, 'Perm"
267,19,5.265917602996255,72,28,18,2,28,3,5,12,0.0638888888888889,0.2638888888888889,175,0.6554307116104869,0,"Invoice #454900 - Payment required The Times September 06, 2002 Scissors are a snip for Third World "
48,5,4.104166666666667,8,8,2,1,3,1,1,0,0.103125,0.9375,37,0.7708333333333334,1,Project update for Mercury i am willing to meet Hello! I am bored this afternoon. I am nice girl tha
98,8,4.826530612244898,16,11,2,2,15,1,3,3,0.12499999999999999,0.325,68,0.6938775510204082,1,Newsletter for October CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Alert Name: My Custom
20,1,4.65,4,4,1,2,1,0,1,0,0.20727272727272722,0.45999999999999996,18,0.9,1,"Invitation to connect on LinkedIn Re: Love makes life so confusing, but without love would you reall"
63,4,4.492063492063492,11,7,7,8,9,2,1,2,0.47916666666666663,0.6541666666666667,56,0.8888888888888888,1,Microsoft: Security code for verification Proven Effective for 72 Hours. Get your free bottles today
33,3,4.303030303030303,6,6,1,1,3,0,0,0,0.3333333333333333,0.6333333333333333,32,0.9696969696969697,1,"Meeting scheduled for Wednesday Fast Shipping WorldWide. Try it today - you have nothing to lose, ju"
28,2,6.25,4,4,1,0,5,0,4,1,1.0,1.0,14,0.5,1,Your WellsFargo account has been compromised Choice IWC replica watches at Replica ... Delightful re
184,13,3.402173913043478,32,22,12,7,9,5,3,1,0.04583333333333334,0.49583333333333335,149,0.8097826086956522,1,"Click here to verify your information It's time to enlarge your penis choosing the safest, doctor ap"
27,2,5.222222222222222,8,4,0,0,3,1,2,0,0.0,0.0,25,0.9259259259259259,0,Your order has been shipped [PATCH] Bring version.pm core into compliance with CPAN release Attached
68,4,4.867647058823529,16,8,6,3,4,0,1,0,0.20357142857142857,0.3821428571428571,55,0.8088235294117647,1,Amazon: Your order requires confirmation Greater length for your masculinity In a few months you wil
358,31,4.016759776536313,50,32,16,12,12,3,6,1,-0.06100000000000001,0.6492857142857144,161,0.44972067039106145,0,Urgent: Update your payment method Re: [python-win32] QueryInterface fails with object passed from V
98,8,4.948979591836735,16,10,4,3,13,1,3,3,0.12499999999999999,0.325,67,0.6836734693877551,1,Reminder: Appointment on Wednesday CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Alert Nam
232,16,5.267241379310345,65,20,25,1,28,5,2,3,0.06974789915966387,0.39817927170868345,137,0.5905172413793104,0,URGENT: Your account will be suspended ppsn - v call for participation call for participation fifth 
27,1,4.851851851851852,2,4,3,1,5,2,2,1,0.4,0.85,25,0.9259259259259259,1,Survey: Help us improve Exquisite Replica We have fake Swiss Men's and Ladie's Replica Watches from 
105,8,4.79047619047619,17,14,2,4,15,1,4,3,0.11666666666666665,0.35000000000000003,70,0.6666666666666666,1,You have 832259 unread messages CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Alert Name: 
181,10,5.232044198895028,30,14,12,7,16,2,8,0,0.21178246753246754,0.42079870129870134,131,0.7237569060773481,1,Password changed successfully Digital Publishing Tools - Free Software Alert! Publish Like a Profess
242,13,4.0041322314049586,103,23,6,8,12,1,5,0,0.1480218855218855,0.3699494949494949,114,0.47107438016528924,0,New features available use Perl Daily NewsletterIn this issue: * Underground Movies of My Talks?+---
43,3,4.1395348837209305,8,5,3,2,2,0,0,0,0.27999999999999997,0.3966666666666666,36,0.8372093023255814,0,Your package cannot be delivered First has she gained more than &lt;#&gt; kg since she took in. Seco
474,79,5.261603375527426,89,50,10,10,49,3,15,0,0.18712121212121213,0.5481060606060606,252,0.5316455696202531,0,Password changed successfully From razor-users-admin@lists.sourceforge.net Mon Sep 2 12:20:30 2002 R
10,1,6.1,3,0,3,1,1,0,0,0,0.09545454545454546,0.507070707070707,9,0.9,0,"New features available Not for possession, especially not first offense"
113,7,5.68141592920354,29,11,9,1,9,1,4,0,0.25,0.42500000000000004,87,0.7699115044247787,0,"Your inquiry about billing [R] Weighted multivariate regression Hi all, I'd like to fit a multivaria"
32,5,5.15625,8,4,1,1,1,0,0,0,0.13333333333333333,0.26666666666666666,31,0.96875,1,Confirm your shipping address Are you ready for BIG PENlS ? esc4a Dear charline3738@gvc.ceas-challen
46,4,3.630434782608696,14,4,2,0,2,0,1,1,0.0,0.0,44,0.9565217391304348,1,Urgent: Update your payment method Get what you paid for with CanadianPharmacy . P wyx har uq ma oa 
89,5,4.191011235955056,21,11,9,4,4,0,0,0,0.19659090909090907,0.3355113636363637,60,0.6741573033707865,0,Invoice #863525 - Payment required temporary spaces in new building i think it would be a great idea
123,8,3.959349593495935,16,12,6,2,12,1,1,1,0.24232142857142858,0.6314285714285715,81,0.6585365853658537,0,"Security alert: Unusual activity detected Re: don't understand when On Sun, Oct 14, 2007 at 12:38:34"
43,5,2.6744186046511627,10,4,0,0,3,2,1,0,1.0,0.9,40,0.9302325581395349,1,Welcome to Amazon From Anita Buck O yv nlyThe B qmi estM vy ed vno i dho ci ka neAtL yv owP ks r lck
62,8,4.048387096774194,5,12,3,4,0,0,0,0,0.425,1.0,45,0.7258064516129032,1,"Congratulations! You have been selected is it you? ashly here Do not ignore me please, I found your "
465,77,5.789247311827957,93,24,15,1,68,12,14,1,-0.05542929292929292,0.6283143939393939,272,0.5849462365591398,0,Your password will expire in 24 hours From razor-users-admin@lists.sourceforge.net Fri Sep 6 11:36:3
126,7,6.142857142857143,30,10,11,3,15,3,1,7,0.3451178451178451,0.4491582491582492,94,0.746031746031746,0,Project update for Titan [UAI] The Reasoner 1(2) The Reasoner - issue 1(2) is now available The dige
223,15,5.452914798206278,52,28,10,10,14,0,6,2,0.3243197278911564,0.46156462585034014,137,0.6143497757847534,0,Your refund is ready to be claimed Shirts and designs as timeless as the 80s The web version of this
148,8,5.5,25,13,3,1,30,4,6,1,-0.16666666666666666,0.3333333333333333,98,0.6621621621621622,0,You won $5000! From rssfeeds@jmason.org Thu Sep 26 16:42:51 2002 Return-Path:  Delivered-To: yyyy@lo
180,11,5.1722222222222225,53,10,22,4,3,1,0,2,0.2635555555555556,0.5164444444444444,53,0.29444444444444445,1,Thanks for your purchase Email Verification and Upgrade for jose@monkey.org Because of the high rate
121,3,3.6198347107438016,32,14,7,5,26,0,0,0,0.3818181818181818,0.4111111111111111,74,0.6115702479338843,1,Job application received your match 4 wives looking for fun have been matched for you in your area :
142,10,3.359154929577465,17,18,10,8,9,2,2,3,0.42312500000000003,0.5706249999999999,111,0.7816901408450704,1,You won $2500! Be full of energy and fill your partner with it qbygqn bzacs em When you come to conc
39,2,4.3076923076923075,13,4,1,1,6,0,1,1,-0.016666666666666663,0.17756410256410254,37,0.9487179487179487,1,You won $2500! BUY 2 ADULT DVDs AT REGULAR PRICE AND GET A THIRD XXX DVD FOR FREE!!VISIT US AT be re
148,13,3.22972972972973,29,13,4,4,9,2,2,1,0.0625,0.5952380952380951,113,0.7635135135135135,1,"Verify your account immediately Prolong pleasure from life IF YOU WANT TO F sax UC koj K SOMEBODY, F"
14,2,4.357142857142857,4,3,1,0,2,0,1,1,0.2857142857142857,0.5357142857142857,14,1.0,0,Your Netflix account has been locked U calling me right? Call my hand phone...
65,6,5.2615384615384615,19,5,5,2,4,1,1,0,6.938893903907228e-18,0.55,55,0.8461538461538461,0,Claim your prize now Re: relay_transport is not working relay_transport is not an smtpd feature. It 
182,14,4.483516483516484,34,20,10,11,20,3,4,3,0.018714826839826837,0.48986291486291483,130,0.7142857142857143,0,"Thank you for your feedback Re: [opensuse] Kmail, extensive disk i/o at startup (10.3) On Wednesday "
264,17,4.643939393939394,79,32,16,2,13,3,0,1,0.13154761904761908,0.4329761904761905,132,0.5,0,Netflix: Update your billing information komp horticultural - sale of leased plants the komp horticu
28,4,5.535714285714286,9,2,1,0,3,0,1,0,0.4,0.8,25,0.8928571428571429,1,Apple ID: Verify your account **FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 
176,11,4.630681818181818,40,19,15,7,12,4,4,0,0.07073015873015874,0.6267460317460317,121,0.6875,0,Weekly team sync notes Return-Path: nas@python.ca Delivery-Date: Fri Sep 6 16:57:05 2002 From: nas@p
161,7,4.714285714285714,38,25,10,5,11,2,5,0,0.15892857142857145,0.31428571428571433,112,0.6956521739130435,0,"Your report is ready [SM-USERS] Cannot login through imapproxy Hi, on my home server, running with D"
12,3,3.6666666666666665,1,3,0,0,1,0,0,0,0.0,0.0,11,0.9166666666666666,0,You won $500! Yep get with the program. You're slacking.
59,4,3.7796610169491527,13,5,5,2,2,0,0,0,-0.00793650793650794,0.6055555555555555,48,0.8135593220338984,0,"Document shared with you Re: [ie-rant] finally, a hallucinogen with no side-effects! I prefer cake.."
63,2,4.301587301587301,9,9,6,8,7,1,1,2,0.42916666666666664,0.6291666666666667,56,0.8888888888888888,1,"IRS: You have a tax refund pending Guaranteed Erection Fast ""I couldn't believe that my Paul gained "
